CÓDIGO DANE,DEPARTAMENTO,MUNICIPIO,CENTRO POBLADO,NATURALEZA DE LA BIBLIOTECA,TIPO DE BIBLIOTECA,NOMBRE DE LA BIBLIOTECA,DIRECCIÓN DE LA BIBLIOTECA,BARRIO,TELÉFONOS DE CONTACTO,EXTENSIÓN,FAX,PÁGINA WEB DE LABIBLIOTECA,ESTADO DE LA BIBLIOTECA,GEOREFERENCIA
85410000,CASANARE,TAURAMENA,TAURAMENA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL. RAYOS DE SOL,CALLE 8 N° 10-78,PALMARITO,3108799145 /3108799145/,,,,ABIERTA,"(5.0180500°,-72.7479500°)"
85430000,CASANARE,TRINIDAD,TRINIDAD,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LA VORAGINE,CALLE 10A N°  7-60,PALMERAS,6371004/3118649267/,,,,ABIERTA,"(5.4109400°,-71.6620800°)"
85440000,CASANARE,VILLANUEVA,VILLANUEVA,ESTATAL,MUNICIPAL,MEGA BIBLIOTECA PÚBLICA DEL MUNICIPIO DE VILLANUEVA,CALLE 7 N° 5-16,BARRIO PARAISO 1,3134556120/3102681282/3134556120,,6241206,,ABIERTA,"(4.6053803°,-72.9266948°)"
85001000,CASANARE,YOPAL,YOPAL,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LA TRIADA,AVENIDA DE LA CULTURA N°  10-15,VENCEDORES,3103233129/3227616149/,,,,ABIERTA,"(5.3360990°,-72.4047520°)"
19022001,CAUCA,ALMAGUER,CAQUIONA,ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA PÚBLICA KAMATAPUKU RESGUARDO INDÍGENA YANACONA DE CAQUIONA,RESGUARDO INDIGENA YANACONA DE CAQUIONA,CAQUIONA,/3116102037/,,,,ABIERTA,"(1.9153230°,-76.8563770°)"
19050000,CAUCA,ARGELIA,ARGELIA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE ARGELIA,CALLE 2º CON CARRERA 2º ESQUINA,LA GLORIA,/3116669110/,,,,ABIERTA,"(2.2560200°,-77.2480100°)"
19100000,CAUCA,BOLIVAR,BOLÍVAR,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA AUGUSTO RIVERA GARCES,CARRERA 7,OBRERO,/3104238347/3226509427/,0,,,ABIERTA,"(1.8333400°,-76.9679200°)"
19137000,CAUCA,CALDONO,CALDONO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL 12 DE NOVIEMBRE DE 2001,CALLE PRINCIPAL ,EL PROGRESO,(2) 8473484/3006309131/,,,,ABIERTA,"(2.7961120°,-76.4832540°)"
19137007,CAUCA,CALDONO,PUEBLO NUEVO,ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA PÚBLICA DEL RESGUARDO DE PUEBLO NUEVO,RESGUARDO INDÍGENA PUEBLO NUEVO- CALDONO (SIN NOMENCLATURA),RESGUARDO PUEBLO NUEVO,3206319889/3103964915/,,,,ABIERTA,"(3.0865230°,-76.6015720°)"
19142000,CAUCA,CALOTO,CALOTO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA NUEVA SEGOVIA,Carrera 4 con Calle 15 esquina,LA UNION,Alcaldia: 8258339/3125235159/,0,8258636,,ABIERTA,"(3.0366500°,-76.4081100°)"
19212000,CAUCA,CORINTO,CORINTO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA INFANTIL GOGIERNO DEL JAPÓN CORINTO,Calle  5  N°  13--69 con Carrera 14 Esquina,LA COLOMBIANA,/3146904054/,,,,ABIERTA,"(3.1730300°,-76.2562700°)"
19256000,CAUCA,EL TAMBO,EL TAMBO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL EL TAMBO,CALLE 2 N°  4-17,CENTRO,3216260755 / 3164591074 /3164591074/3216260755/8238393,0,276090,www.eltambo-cauca.gov.co,ABIERTA,"(2.4498763°,-76.8078956°)"
19355000,CAUCA,INZA,INZÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA RICARDO QUINTERO NIETO,Casa de la Cultura,Bolívar,8700629/3127706144/,,,,ABIERTA,"(2.5501420°,-76.0647330°)"
19397000,CAUCA,LA VEGA,LA VEGA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL HERNAN MOPAN MELEMGE,CASA DE LA CULTURA,SANTA MARIA,/3128979436/,,,www.lavega-cauca.go.co,ABIERTA,"(2.0005320°,-76.7783830°)"
19418000,CAUCA,LOPEZ,MICAY,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL AZAEL RIASCOS URBANO,CALLE LA POLA,LA POLA,/3135007253/,,,,ABIERTA,"(3.0000420°,-77.2494650°)"
19450000,CAUCA,MERCADERES,MERCADERES,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LISANDRO VÁSQUEZ MELENDEZ,CARRERA 3A CALLE 11,LA COLINA ESQUINA,3133190007/3133190007 /,,0,,ABIERTA,"(1.7941200°,-77.1641300°)"
19513000,CAUCA,PADILLA,PADILLA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL GEREMÍAS GONZALÍAS DÍAZ,CARRERA 39 A CON CALLE 36,CARLOS LLERAS RESTREPO,8268124/3152090629/,,,,ABIERTA,"(3.2240200°,-76.3116600°)"
19517000,CAUCA,PAEZ,BELALCÁZAR,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL SEBASTIAN DE BELALCAZAR,CALLE 3 N° 3 -44,CENTRO,"3147176682
/3102314184/",,,,ABIERTA,"(2.6439500°,-75.9725200°)"
19533000,CAUCA,PIAMONTE,PIAMONTE,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE PIAMONTE,BARRIO VILLA LOS PRADOS - PARQUE PRINCIPAL-  NO HAY NOMENCLATURA,BARRIO VILLA LOS PRADOS,"3214642508
/3214642508
/",0,,,ABIERTA,"(1.0662990°,-76.3165280°)"
19548000,CAUCA,PIENDAMO,PIENDAMÓ,ESTATAL,RURAL,BIBLIOTECA PÚBLICA MUNICIPAL VEREDA LA FLORIDA,VEREDA LA FLORIDA CALLE 15 N° 16 - 27,LA FLORIDA,8470374 / 8250921/3127839712/8470374,,,,ABIERTA,"(2.6611649°,-76.5537299°)"
19548001,CAUCA,PIENDAMO,TUNÍA,PRIVADA,RURAL,BIBLIOTECA FUNDACIÓN CASA DE LA CULTURA JOSÉ MARÍA VIVAS BALCÁZAR,CARRERA 3 N° 4 - 12,Centro,3165025660/3165025660/,,,,ABIERTA,"(2.6741400°,-76.5324800°)"
19001000,CAUCA,POPAYAN,POPAYÁN,ESTATAL,MUNICIPAL,BIBLIOTECA PARQUE INFORMATICO CARLOS ALBAN,CALLE 5 CARRERA N°  24 - 24,Santa Helena,8316033/3127186820/8316033,,8316033,,ABIERTA,"(2.4468027°,-76.6221113°)"
19001000,CAUCA,POPAYAN,POPAYÁN,ESTATAL,DEPARTAMENTAL,BIBLIOTECA PÚBLICA DEPARTAMENTAL RAFAEL MAYA,CARRERA 9  N° 3-23,CENTRO,8231868 /3225061928/8231868,257,,,ABIERTA,"(2.4436561°,-76.6080816°)"
19573000,CAUCA,PUERTO TEJADA,PUERTO TEJADA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL GUSTAVO GONZALEZ LERMA,CALLE 16 N° 17-24,CENTRO,/3105165842/,0,0,,ABIERTA,"(3.2294710°,-76.4177010°)"
19622000,CAUCA,ROSAS,ROSAS,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE ROSAS ,Calle 6 N° 3 - 40 ,Belén -  Edificio CAM Rosas Cauca ,3225391953/3117648280/,,,,ABIERTA,"(2.2605320°,-76.7400600°)"
19693000,CAUCA,SAN SEBASTIAN,SAN SEBASTIÁN,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO DE SAN SEBASTIAN,CASA DE LA CULTURA,CENTRO,/3113226173/,,,,ABIERTA,"(1.8377952°,-76.7692230°)"
19701000,CAUCA,SANTA ROSA,SANTA ROSA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL GABRIEL GARCIA MARQUEZ,CALLE 5 N° 4 -63,SECTOR 3,3113061718/3113061718/,,,,ABIERTA,"(1.7449521°,-76.5891867°)"
19698007,CAUCA,SANTANDER DE QUILICHAO,MONDOMO,ESTATAL,RURAL,BIBLIOTECA PÚBLICA CAMILO TORRES,ENSEGUIDA DE LA INSPECCION DE POLICIA,EL CENTRO,844300/3226006154/,58,,,ABIERTA,"(2.8924660°,-76.5536790°)"
19743001,CAUCA,SILVIA,GUAMBIA,ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA PÚBLICA MISAK MISAK ALA KUSREI YA,Vereda las Delicias - Establecimiento del Centro Educativo las Delicias,vereda Las Delicias,/3507494547/,,,,ABIERTA,"(2.6158110°,-76.2992760°)"
19743000,CAUCA,SILVIA,SILVIA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL CARLOS ASAEL HURTADO,Carrera 3 N° 9 - 37,Parque Principal,8251011/3117503212/,,8251168,,ABIERTA,"(2.6103700°,-76.3791000°)"
19760000,CAUCA,SOTARA,PAISPAMBA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE SOTARÁ - CAUCA,Edificio CAM Parque principal Paispamba,Centro,8489016/3207005368/3148947379/,,,,ABIERTA,"(2.2538860°,-76.6142810°)"
19780004,CAUCA,SUAREZ,LA TOMA,COMUNITARIA,CONSEJO COMUNITARIO (TCCN),BIBLIOTECA PÚBLICA DEL CORREGIMIENTO LA TOMA,SALON COMUNAL CERCA A LA GALERIA,CERCA DE LA GALERIA,/3147367136/,,,,ABIERTA,"(2.9024100°,-76.6892050°)"
19785000,CAUCA,SUCRE,SUCRE,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE SUCRE CAUCA,BARRIO ESTUDIANTIL,BARRIO ESTUDIANTIL,3207505030/3207505030/,,,,ABIERTA,"(2.0376410°,-76.9246600°)"
19807000,CAUCA,TIMBIO,TIMBÍO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA JOSE ROMULO MUÑOZ RANGEL,CALLE 17 CARRERA 17 ESQUINA SEGUNDO PISO,CENTRO,8278810/3146223347/0928278810,,8278810,,ABIERTA,"(2.3504100°,-76.6807500°)"
19809000,CAUCA,TIMBIQUI,TIMBIQUÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL FAIBER FLOREZ RODRIGUEZ,CARRERA 4 CALLE 6,SAN JOSÉ,3187820766/3187820766/,,,,ABIERTA,"(2.7715930°,-77.6658300°)"
19824000,CAUCA,TOTORO,TOTORÓ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE TOTORO,EDIFICIO CAM - ALCALDÍA,BARRIO CENTRAL,/3207289179/,,,,ABIERTA,"(2.5128420°,-76.3911260°)"
19845000,CAUCA,VILLA RICA,VILLA RICA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL SIMON BOLIVAR,CALLE 3 N°  4 - 39,CENTRO,/3146308460/,,,,ABIERTA,"(3.1749400°,-76.4623800°)"
20011000,CESAR,AGUACHICA,AGUACHICA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JUAN DE LA CRUZ ROMERO DIAZ,CARRERA 34 N°  1 - 03,MARIA  EUGENIA,3173738696/3173738696/0955657727,,,,ABIERTA,"(8.3105340°,-73.6258232°)"
20011000,CESAR,AGUACHICA,AGUACHICA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA PROGRAMA NACIONAL CENTROS DE CONVIVENCIA,CARRERA  8 N° 4-18,BARAHOJA,565 93 09/3157072740/,,,,ABIERTA,"(8.3083200°,-73.6262100°)"
20013000,CESAR,AGUSTIN CODAZZI,AGUSTÍN CODAZZI,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LUIS JOSE BARROS QUINTERO,CALLE 18 #15-04,Parque Principal,5765567/3023029396/5767449,,,,ABIERTA,"(10.0352065°,-73.2362129°)"
20032000,CESAR,ASTREA,ASTREA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE ASTREA CARMEN WEDKIN DE FUENTE,Calle 14 N° 1 - 38,PALMIRA,5260230/3116562048/,114,,,ABIERTA,"(9.4929800°,-73.9730900°)"
20045000,CESAR,BECERRIL,BECERRIL,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE BECERRIL,CALLE 8 N° 9-20,CENTRO,5768478/3218953945/5768559,,,www.culturabecerrilera.com,ABIERTA,"(9.7029754°,-73.2777720°)"
20060000,CESAR,BOSCONIA,BOSCONIA,ESTATAL,MUNICIPAL,"BIBLIOTECA PÚBLICA MUNICIPAL ""ALICIA ARMENTA DE FORERO""",CALLE 13 N° 23-40,MIRA MAR,5781034/3162489065/5781034,,,,ABIERTA,"(9.9720300°,-73.8882479°)"
20178000,CESAR,CHIRIGUANA,CHIRIGUANÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DEL MUNICIPIO DE CHIRIGUANA RAFAEL ANTONIO LEYVA VILLEGAS,KR 4 VILLA OLIMPICA,CAMPOSOTO,3183909012/3014641367/0,,,,ABIERTA,"(9.3634960°,-73.6065750°)"
20250000,CESAR,EL PASO,EL PASO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL SERNA Y SILVA,CALLE PRINCIPAL EL PASO,CALLE CENTRAL,/3135140623/,,,,ABIERTA,"(9.6622200°,-73.7519000°)"
20295000,CESAR,GAMARRA,GAMARRA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA GUILLERMO QUINTERO CALDERON,CALLE 7 N° 6-55,ARAUJO,3004056652/3004056652/,,,,ABIERTA,"(8.3222900°,-73.7421400°)"
20310000,CESAR,GONZALEZ,GONZÁLEZ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL GONZALEZ ,PARQUE PRINCIPAL GARCIA BENITEZ,LA PLAZA,/3153416864/,,,,ABIERTA,"(8.3917360°,-73.3807110°)"
20383000,CESAR,LA GLORIA,LA GLORIA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE LA GLORIA,CALLE 2 N° 9 - 67,CALLE CENTRAL,5683026/3178838977/,,,www.alcaldialagloria.gov-co,ABIERTA,"(8.6180625°,-73.8039238°)"
20400000,CESAR,LA JAGUA DE IBIRICO,LA JAGUA DE IBIRICO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JOSE ANTONIO MEJIA VARGAS,CALLE 7A CON CARRERA 5 ,CENTRO,5769206/3128800351/,,,,ABIERTA,"(9.5650782°,-73.3314721°)"
20621000,CESAR,LA PAZ,ROBLES,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MILCIADES CANTILLO COSTA,CALLE 6 N° 6-36,CENTRO,5771328/3212672528/3017561683/,,,,ABIERTA,"(10.3855581°,-73.1710543°)"
20443000,CESAR,MANAURE,BALCON DEL CESAR,ESTATAL,RURAL,BIBLIOTECA PÚBLICA GUILLERMO ENRIQUE OROZCO ,CRA 6A N° 3-69,CENTRO,/3135695383/,,,,ABIERTA,"(10.3918242°,-73.0269756°)"
20517000,CESAR,PAILITAS,PAILITAS,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA GABRIEL GARCIA MARQUEZ,KRA 2 CON CALLE 2A,JARDIN,3126701876/3126701876/,,,,ABIERTA,"(8.9560540°,-73.6239870°)"
20550000,CESAR,PELAYA,PELAYA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE PELAYA,CARRERA 7 nro 9-51,Jardín Central,3107928992/3107928992/,,,,ABIERTA,"(8.6894316°,-73.6627660°)"
20570004,CESAR,PUEBLO BELLO,NABUSIMAKE (SAN SEBASTIÁN),ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA RESGUARDO ARHUACO - NABUSIMAKE,NABUSIMAKE - AL LADO DEL COLEGIO,Resguardo,/3183930666/,,,,ABIERTA,"(10.5851480°,-73.5941930°)"
20570000,CESAR,PUEBLO BELLO,PUEBLO BELLO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL MIGUEL ÁLVAREZ MEZA,CALLE 9 # 29 - 44,LA PISTA,/3178606382/,,,,ABIERTA,"(10.4230520°,-73.5773710°)"
20614000,CESAR,RIO DE ORO,RÍO DE ORO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE RIO DE ORO,CALLE HUMAREDA,CALLE HUMAREDA,3125643639/3154213570/,,,,ABIERTA,"(8.2923550°,-73.3839940°)"
20750000,CESAR,SAN DIEGO,SAN DIEGO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE SAN DIEGO,CALLE 3 CARRERA 10A ,CENTRO,/3004000711/,,,,ABIERTA,"(10.3352910°,-73.1801460°)"
20787000,CESAR,TAMALAMEQUE,TAMALAMEQUE,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA ERNESTO GUTERREZ MEJIA,CARRERA 2 CALLE 3 -CASA DE LA CULTURA- PLAZA PRINCIPAL,SAN MIGUEL,3202771308/3202771308/,,,,ABIERTA,"(8.8626580°,-73.8037800°)"
20001000,CESAR,VALLEDUPAR,VALLEDUPAR,ESTATAL,DEPARTAMENTAL,CORPORACION BIBLIOTECA RAFAEL CARRILLO LUQUEZ,CALLE 15 N° 12 A ESQUINA,LOPERENA,5801052/3174003826/5801052,,5801052,www.bibliorafaelcarrillol.com,ABIERTA,"(10.4787849°,-73.2435044°)"
27006000,CHOCO,ACANDI,ACANDÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MIGUEL VICENTE GARRIDO,CALLE LOS ALMENDROS,BARRIO LIBERTADORES,/3147634514/,,,,ABIERTA,"(8.5141950°,-77.2814870°)"
27077000,CHOCO,BAJO BAUDO,PIZARRO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LENGUAJE UNIVERSAL,BARRIO LOS MANGOS,LOS MANGOS,3117131557/3117131557/,,,,ABIERTA,"(4.8992640°,-77.2416540°)"
27099000,CHOCO,BOJAYA,BELLAVISTA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE BOJAYA,BARRIO LA UNION,LA UNIÓN,/3207219290/3113027072,,,,ABIERTA,"(6.5226450°,-76.9718240°)"
27150000,CHOCO,CARMEN DEL DARIEN,CURBARADÓ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL TAURINO BECERRA CORDOBA,CARRERA 4 BARRIO JARDIN,JARDÍN. SECTOR 8 DE DICIEMBRE,/3215843021/,,,,ABIERTA,"(7.1334700°,-76.9957800°)"
27205000,CHOCO,CONDOTO,CONDOTO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA ISAAC SANCHEZ PALAU,BARRIO CARRETERA DIAGONAL AL RETEN,CARRETERA D,/3128877049/,,6798007,,ABIERTA,"(5.0941500°,-76.6461180°)"
27135000,CHOCO,EL CANTON DEL SAN PABLO,MANAGRÚ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA FIDEL ARTURO HINESTROZA MURILLO,BARRIO SAN ANTONIO DIAGONAL A LA IGLESIA,SAN ANTONIO,3216211370/3122272098/,,,https://www.facebook.com/search/top/?q=biblioteca%,ABIERTA,"(5.3497518°,-76.7335278°)"
27250023,CHOCO,EL LITORAL DEL SAN JUAN,PAPAYO,ESTATAL,RESGUARDO INDÍGENA,BIBLIOTECA PÚBLICA KHIIRJUG JUURJEM CAMINO DEL PENSAMIENTO,RESGUARDO INDIGENA DEL PAPAYO MUNICIPIO LITORAL DEL SAN JUAN,RESGUARDO INDIGENA WOUNAN PAPAYO,3103625825/3205048471/3217668023/3147825215/3103625825/3205048471/3217668023/3147825215/,,,,ABIERTA,"(4.1691800°,-77.3050600°)"
27250000,CHOCO,EL LITORAL DEL SAN JUAN,SANTA GENOVEVA DE DOCORDÓ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA  DE DOCORDO,BARRIO 16 DE JULIO CABECERA MUNICIPAL DOCORDO,,3207848886/3117091316/ 3207848886/,,,,ABIERTA,"(4.2624600°,-77.3660700°)"
27361000,CHOCO,ISTMINA,ISTMINA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE ITSMINA ABRAHAM AYALA ,CALLE 32 N° 8-18,CUBIS SECTOR DIVINO NIÑO,3146247897/6700411/3128826573/,,,,ABIERTA,"(5.1557000°,-76.6904900°)"
27372000,CHOCO,JURADO,JURADÓ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA JAIRO GONZALEZ DE JURADO,CALLES 1 Y 2,B/PUEBLO NUEVO,3122456340/3122456340/,,,,ABIERTA,"(7.1033000°,-77.7633200°)"
27413000,CHOCO,LLORO,LLORÓ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DEL MUNICIPIO DE LLORÓ  ELENA TAPIA DE PAZ,CALLE PRINCIPAL,PRINCIPAL,3147465933/3113726737/,,,https://www.facebook.com/profile.php?id=1000124780,ABIERTA,"(5.5039034°,-76.5310277°)"
27425000,CHOCO,MEDIO ATRATO,BETÉ,ESTATAL,MUNICIPAL,BIBLIOTECA MUNICIPAL DIEGO LUIS CORDOBA,"CALLE PRINCIPAL BARRIO ESCOLAR
",BARRIO ESCOLAR,/3127632538/,,,,ABIERTA,"(6.0024170°,-76.7790270°)"
27430000,CHOCO,MEDIO BAUDO,MEDIO BAUDÓ,ESTATAL,RURAL,BIBLIOTECA PÚBLICA ANA DE JESUS IBARGUEN,CORREGIMIENTO DEL PIE DE PEPE,EL JARDIN,3148864906/3148864906/6703482,,,,ABIERTA,"(5.1167100°,-76.8333200°)"
27450000,CHOCO,MEDIO SAN JUAN,ANDAGOYA,ESTATAL,MUNICIPAL,BIBLIOTECA COMUNITARIA DE ANDAGOYA ISNEL ALECIO MOSQUERA,LA BARCA,LA BARCA - COMERCIO,/3104693719/,,,,ABIERTA,"(5.0955100°,-76.6943800°)"
27495000,CHOCO,NUQUI,NUQUÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE NUQUI,ALCALDIA MUNICIPAL,LA UNION,"/3122696287
/",,6836006,,ABIERTA,"(5.7087860°,-77.2660730°)"
27580000,CHOCO,RIO IRO,SANTA RITA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE RIO IRO,BARRIO REAL FRENTE A LA ALCALDÍA,CENTRO,3206697040/3207827630/,,,,ABIERTA,"(5.0982540°,-76.6665460°)"
27615023,CHOCO,RIOSUCIO,BELÉN DE BAJIRÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE BELEN DE BAJIRA,BELEN DE BAJIRA,SALIDA MUTATA,/3234208910/4148012679,,,,ABIERTA,"(7.3725065°,-76.7147139°)"
27660000,CHOCO,SAN JOSE DEL PALMAR,SAN JOSÉ DEL PALMAR,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA SAN JOSÉ DEL PALMAR,"CALLE 1, BARRIO PORVENIR", BARRIO PORVENIR-BIBLIOTECA PÚBLICA,/3104628714/,,,https://www.facebook.com/biblioteca.sanjosedelpalm,ABIERTA,"(4.9705200°,-76.2311300°)"
27745000,CHOCO,SIPI,SIPÍ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE SIPI­,ZONA ESCOLAR-NO HAY NOMENCLATURA,ZONA URBANA,/3127849634/,,,,ABIERTA,"(4.6499550°,-76.4831342°)"
23068000,CORDOBA,AYAPEL,AYAPEL,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LUIS RAFAEL MIRANDA BUELVAS,AVENIDA BOLÍVAR 6 N° 7B-2,SAN JOSÉ,/3137076200/,,,,ABIERTA,"(8.3142874°,-75.1418323°)"
23090000,CORDOBA,CANALETE,CANALETE URBANO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL RAICES,CALLE 2 N° 4-3,EL CENTRO,3107329489/3107329489/,,,,ABIERTA,"(8.7846060°,-76.2411379°)"
23162000,CORDOBA,CERETE,CERETÉ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE CERETÉ RAFAEL MILANÉS GARCÍA,Calle 15a entre kra 11 y 12,CENTRO,7641202/3145733051/7641202,,7746180,,ABIERTA,"(8.8875844°,-75.8006619°)"
23182000,CORDOBA,CHINU,CHINÚ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LUIS FELIPE PINEDA,CALLE 15 N° 6-25,CENTRO,3043489613 /3043489613 /7654567,,,,ABIERTA,"(9.1038229°,-75.3986290°)"
23189000,CORDOBA,CIENAGA DE ORO,CIÉNAGA DE ORO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL MANUEL MENDOZA ,CALLE 7 CARRERA 18 ESQUINA,CIENAGA DE ORO,3157800734 /3012421135/,,,,ABIERTA,"(8.8764400°,-75.6220300°)"
23300000,CORDOBA,COTORRA,COTORRA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LUIS ELOY BENITEZ LUNA,CASA DE LA CULTURA,BARRIO SANTA LUCIA,/3145282492 /,,,,ABIERTA,"(9.0387830°,-75.7895920°)"
23417003,CORDOBA,LORICA,LA DOCTRINA,COMUNITARIA,RURAL,BIBLIOTECA PÚBLICA LA DOCTRINA,CALLE 12 N° 6-42 ,PARQUE PRINCIPAL,3146262048/3146262048/,,,,ABIERTA,"(9.3047610°,-75.8975030°)"
23417000,CORDOBA,LORICA,SANTA CRUZ DE LORICA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL FRANCISCO PRADO VILLANUEVA,CARRERA 27 CON CALLE LARGA,NUEVA COLOMBIA,7537856/3117179537/,,,https://www.facebook.com/pages/Biblioteca-Publica-,ABIERTA,"(9.3194140°,-75.7997420°)"
23419000,CORDOBA,LOS CORDOBAS,LOS CÓRDOBAS,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LOS CÓRDOBAS ,CALLE PRINCIPAL ,VILLA LUZ,3216595406/3216595406/,,,,ABIERTA,"(8.8958410°,-76.3544010°)"
23464000,CORDOBA,MOMIL,MOMIL,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE MOMIL,CARRERA 8 CALLE 9 ESQUINA,CENTRO,8107218/3205668298/8107218,,,www.momil-cordoba.gov.co,ABIERTA,"(9.2412200°,-75.6714700°)"
23466000,CORDOBA,MONTELIBANO,MONTELÍBANO,ESTATAL,MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL DE MONTELIBANO CORDOBA,Carrera 15 No 3 - 110,centro,47625865/3215396476/,,,,ABIERTA,"(7.9818112°,-75.4187173°)"
23001000,CORDOBA,MONTERIA,MONTERÍA,ESTATAL,DEPARTAMENTAL,BIBLIOTECA PÚBLICA DEPARTAMENTAL DAVID MARTINEZ,CALLE 29 N° 5-64,,"4815861/3166341497
/",,,,CERRADA,"(8.7552687°,-75.8848533°)"
