CÓDIGO DANE,DEPARTAMENTO,MUNICIPIO,CENTRO POBLADO,NATURALEZA DE LA BIBLIOTECA,TIPO DE BIBLIOTECA,NOMBRE DE LA BIBLIOTECA,DIRECCIÓN DE LA BIBLIOTECA,BARRIO,TELÉFONOS DE CONTACTO,EXTENSIÓN,FAX,PÁGINA WEB DE LABIBLIOTECA,ESTADO DE LA BIBLIOTECA,GEOREFERENCIA
91540000,AMAZONAS,PUERTO NARIÑO,PUERTO NARIÑO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL POPERAPATA,CARRERA 1 CON CALLE 8,CENTRO,/3214276053/,,,,ABIERTA,"(-3.7733333°,-70.3819444°)"
81001000,ARAUCA,ARAUCA,ARAUCA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE ARAUCA  RAUL LOYO ROJAS,CARRERA 19 No.23-20  AV CIUDAD DE ARAUCA,CORDOBA,8857441  /3176855629/8857441,,,https://www.arauca-arauca.gov.co/Institucional/Por,ABIERTA,"(7.0874250°,-70.7567810°)"
81065000,ARAUCA,ARAUQUITA,ARAUQUITA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL CONSUELO AVILA,CALLE 2 NO. 5-71 ,CENTRO,8835647/3138820771/8836477,,,http://www.facebook.com/BibliotecaConsueloAvila,ABIERTA,"(7.0276390°,-71.4280200°)"
81736000,ARAUCA,SARAVENA,SARAVENA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA ABEL BETANCOURT RUIZ,CALLE 20 CARRERA 15- CASA DE LA CULTURA,COCHISE,8820298 /3124497161/,,,https://www.facebook.com/BibliotecaAbelBetancourtR,ABIERTA,"(6.9462116°,-71.8694779°)"
81794000,ARAUCA,TAME,TAME,ESTATAL,MUNICIPAL,CENTRO DEL CONOCIMIENTO CORONEL FRAY IGNACIO MARIÑO. BIBLIOTECA PÚBLICA VIRTUAL,CALLE 15 N° 29 - 42,VERGEL,8887848/3106732555/8887848,,,facebook.com/BPFrayIgnacioMarino,ABIERTA,"(6.4561584°,-71.7284449°)"
88564000,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,PROVIDENCIA,ESTATAL,MUNICIPAL,BIBLIOTECA MUNICIPAL DE CASA BAJA,CASA BAJA DIAGONAL COLISEO MUNICIPAL,CASA BAJA,3202240163 /3202240163 /,,,,ABIERTA,"(12.5569930°,-81.7082830°)"
88564000,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,PROVIDENCIA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DE PROVIDENCIA Y SANTA CATALINA ISLA. ,EL CABALLETE DIAGONAL LUDOTECA MUNICIPAL,EL CABALLETE,3202240163 /3202240163 /0,,,,ABIERTA,"(12.5543120°,-81.7189260°)"
88001000,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",SAN ANDRES,SAN ANDRÉS,ESTATAL,DEPARTAMENTAL,BIBLIOTECA PÚBLICA NUNNUNLY PUSEY  ,AVENIDA NEWBALL PARQUE SUNRISE,CENTRO PARQUE SUNRISE,5129121  /3163235109  /5129170,,,,CERRADA,"(12.5471490°,-81.7080260°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA CARLOS E. RESTREPO,TRANSVERSAL 21 A # 19-54 SUR PISO 2 Y 3,RESTREPO,3790164  /3007942579/3790150,6020,,www.biblored.gov.co,ABIERTA,"(4.5849380°,-74.1025470°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA ARBORIZADORA ALTA,Calle 70 Sur N° 34-05,Arborizadora Alta,3790176/3143724027/3790176,6140,,www.biblored.gov.co,ABIERTA,"(4.5720653°,-74.1602312°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA LA GIRALDA,CARRERA 104B N° 22J - 15,Fontibon,4181947/3790163  /3112973134/4181947,6070,,www.biblored.gov.co,ABIERTA,"(4.6773729°,-74.1460465°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA LA VICTORIA,CALLE 37 BIS B SUR # 2 - 81 ESTE,La Victoria,3646483/2077169/3790165  /3208334476/,6030,,www.biblored.gov.co,ABIERTA,"(4.5551000°,-74.0949300°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA RAFAEL URIBE URIBE,CARRERA 13B N° 31G-40 SUR,GUSTAVO RESTREPO,3790172  /3178355831/3790172,6100,,www.biblored.gov.co,ABIERTA,"(4.5752057°,-74.1116977°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA LAGO TIMIZA,CARRERA 74 N° 42G-52 SUR,LAGO TIMIZA,3790175 0/3118656144/3790150,6130,,www.biblored.gov.co,ABIERTA,"(4.6295366°,-74.1436010°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA BOSA,CARRERA 97 C N° 69 A - 08 SUR CENTRO COMERCIAL METRO RECREO,Ciudadela El Recreo,"3790160/3792530
/3103082791
/3792530
",6040,,"www.biblored.gov.co
",ABIERTA,"(4.6321803°,-74.2029042°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA EL TINTAL MANUEL ZAPATA OLIVELLA,Av. Ciudad de Cali No. 6C-09,El Tintal,3793550/3153080430/3793578,1001,379 3579,www.biblored.gov.co,ABIERTA,"(4.6453380°,-74.1542820°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA GABRIEL GARCÍA MÁRQUEZ,CALLE 48B SUR N°  21-13,CIUDAD TUNAL,3790000/3108787254/3790000,2000,3790029,www.biblored.gov.co/,ABIERTA,"(4.5722058°,-74.1299435°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA FRANCISCO JOSE DE CALDAS - SUBA,CARRERA 92 N° 146C-24,Subazar,3790167  /3142297968/,6051,,www.biblored.gov.co,ABIERTA,"(4.7477988°,-74.0838308°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA LAS FERIAS,CARRERA 69J NO. 73-29,LAS FERIAS,2509507/3790170 /3123222283/3790170,6080,,www.biblored.gov.co,ABIERTA,"(4.6836135°,-74.0893745°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA PUENTE ARANDA NESTOR FORERO ALCALA,CALLE 4 N° 31D-30,Veraguas,2772471/3790171  /3108035690/7590616,6090,,wwwbiblored.gov.co,ABIERTA,"(4.6165127°,-74.1142287°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA PERDOMO SOLEDAD LAMPREA,DIAGONAL  62G SUR N° 72B-51 - PISO 2,PERDOMO,7783737 / 3790174  /3132278550/4514103,6120,,http://www.biblored.gov.co/,ABIERTA,"(4.5882093°,-74.1677686°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA VENECIA PABLO DE TARSO,DIAGONAL 47A N° 53B - 92 SUR,Venecia,3790173  /3017355610/7244662,6110,,www.biblored.gov.co,ABIERTA,"(4.5934930°,-74.1408490°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA VIRGILIO BARCO,AVENIDA CARRERA 60 N° 57-60,QUIRINAL,3793520 /3004939579/3793520,3002,,www.biblored.gov.co,ABIERTA,"(4.6564380°,-74.0879880°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,CENTRO CULTURAL BIBLIOTECA PÚBLICA JULIO MARIO SANTO DOMINGO,AVENIDA CALLE 170 N° 67-51 ,San José de Bavaria,3792530  /3177679891/3792530,4002,3792530,www.biblored.gov.co,ABIERTA,"(4.7564253°,-74.0621740°)"
11001000,"BOGOTA, D.C.","BOGOTA, D.C.","BOGOTÁ, D.C.",ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA LA PEÑA,CARRERA 7 ESTE N° 5 -57,La Peña,3790177/3122685537/3790177,6151,,http://www.biblored.gov.co/,ABIERTA,"(4.5876621°,-74.0668636°)"
13030000,BOLIVAR,ALTOS DEL ROSARIO,ALTOS DEL ROSARIO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE ALTOS DEL ROSARIO,CALLE DE LAS FLORES ,LAS FLORES,/3126366634/,,,,ABIERTA,"(8.8000920°,-74.1667270°)"
13042000,BOLIVAR,ARENAL,ARENAL,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL RAUL JIMENEZ ARIZA,CASA DE LA CULTURA - B/ SAN LORENZO,SAN LORENZO,/3106611126 /,,,,ABIERTA,"(8.4595740°,-73.9427090°)"
13062000,BOLIVAR,ARROYOHONDO,ARROYOHONDO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL ROSARIO SARABIA OROZCO,CALLE 7A FRENTE AL PARQUE PRINCIPAL,CENTRO,3002225303/3002225303/,,,,ABIERTA,"(10.2555290°,-75.0190900°)"
13074000,BOLIVAR,BARRANCO DE LOBA,BARRANCO DE LOBA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE BARRANCO DE LOBA,CALLE DE LA IGLESIA CARRERA 12 N° 14-10.,CENTRO,/3126690089/,,,,ABIERTA,"(8.9465400°,-74.1081300°)"
13160000,BOLIVAR,CANTAGALLO,CANTAGALLO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DEL MUNICIPIO DE CANTAGALLO,CORREGIMIENTO BRISAS DE BOLIVAR,CORREGIMIENTO BRISAS DE BOLIVAR,3202498407/3204523338/3202498407/,,,,ABIERTA,"(7.4166667°,-73.9500000°)"
13001004,BOLIVAR,CARTAGENA,BAYUNCA,COMUNITARIA,RURAL,BIBLIOTECA PÚBLICA JUAN CARLOS ARANGO,BAYUNCA CALLE SAN ANTONIO N°  9-88,BAYUNCA,3122556903/3045434098/,,,,ABIERTA,"(10.5358930°,-75.3968740°)"
13001000,BOLIVAR,CARTAGENA,DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,PRIVADA,MUNICIPAL,CENTRO DE DOCUMENTACIÓN Y BIBLIOTECA DEL CENTRO DE FORMACIÓN DE LA COOPERACIÓN ESPAÑOLA EN CARTAGENA DE INDIAS,CARRERA 36 N° 2-74,Centro,6640904 /3014616999/6640904,118,,http://www.aecidcf.org.co/,ABIERTA,"(10.4227602°,-75.5167037°)"
13001000,BOLIVAR,CARTAGENA,DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,COMUNITARIA,MUNICIPAL,"BIBLIOTECA PÚBLICA COMUNITARIA ""PABLO NERUDA""",PLAZA DETRÁS DEL COLEGIO HIJOS DE CHÓFERES,REPUBLICA DE CHILE,6626270  /3008430503/6624317,,,,ABIERTA,"(10.3943280°,-75.5157920°)"
13001000,BOLIVAR,CARTAGENA,DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,COMUNITARIA,MUNICIPAL,BIBLIOTECA PÚBLICA COMUNITARIA SAN FRANCISCO - BIBLIOPARQUE SAN FRANCISCO,SAN FRANCISCO AV PRINCIPAL ESQUINA DE KENEDY-M55 L19,S. Francisco Sector Sur M55 L 19,6560123/3015534801/6571778,,,https://www.facebook.com/funbiblioparque?fref=ts,ABIERTA,"(10.4353550°,-75.5150630°)"
13001000,BOLIVAR,CARTAGENA,DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,ESTATAL,MUNICIPAL,BIBLIOTECA DISTRITAL JORGE ARTEL,AVENIDA PRINCIPAL DEL BARRIO EL SOCORRO CARRERA 71 N° 26-210,Socorro,/3163036854/6692199,,,https://goo.gl/uJqX1r,ABIERTA,"(10.3897590°,-75.4793630°)"
13001000,BOLIVAR,CARTAGENA,DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,ESTATAL,MUNICIPAL,"BIBLIOTECA PÚBLICA DISTRITAL ""RAUL GOMEZ JATTIN"", CENTRO CULTURAL LAS PALMERAS",CALLE LAS CARRETAS DIAGONAL 77 # 72 -69,LAS PALMERAS,6610771/3168846273/6610771,,,https://www.facebook.com/centro.cultural.las.palme,ABIERTA,"(10.3983380°,-75.4801510°)"
13001000,BOLIVAR,CARTAGENA,DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,ESTATAL,MUNICIPAL,CENTRO CULTURAL LAS PILANDERAS,TRANSV 78 SECTOR SAGRADO CORAZÓN,EL POZÓN,/3013967714/6622227,,,,ABIERTA,"(10.4136077°,-75.5335969°)"
13001008,BOLIVAR,CARTAGENA,LA BOQUILLA,PRIVADA,RURAL,"BIBLIOTECA PÚBLICA COMUNITARIA ""ENCARNACIÓN TOVAR"", CORREGIMIENTO LA BOQUILLA ",CALLE 63-29CON REFERENCIA A LA ESTACION DE POLICIA,Corregimiento,3145489528/3013612686/,,,,ABIERTA,"(10.4781480°,-75.4927250°)"
13001029,BOLIVAR,CARTAGENA,MANZANILLO DEL MAR,COMUNITARIA,MUNICIPAL,BIBLIOTECA PÚBLICA JOSE VICENTE MOGOLLON,MANZANILLO DEL MAR-CALLE PRINCIPAL,MANZANILLO DEL MAR,6645361  /3164912744/,,,,ABIERTA,"(10.5149860°,-75.4979180°)"
13001009,BOLIVAR,CARTAGENA,PASACABALLOS,COMUNITARIA,MUNICIPAL,BIBLIOTECA PÚBLICA BALBINO CARREAZO,PASACABALLOS CARRERA 8 PLAZA PRINCIPAL,PASACABALLOS,/3126654480/,,,,ABIERTA,"(10.2871700°,-75.5173200°)"
13001020,BOLIVAR,CARTAGENA,PONTEZUELA,COMUNITARIA,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL CORREGIMIENTO DE PONTEZUELA,"DETRÁS DE LA INSPECCION, CALLEJON PORVENIR-PONTEZUELA",PONTEZUELA,/3116846574/6664090,,,,ABIERTA,"(10.5518620°,-75.4504970°)"
13001010,BOLIVAR,CARTAGENA,PUNTA CANOA,ESTATAL,MUNICIPAL,BIBLIOTECA JESÚS AGUILAR  NUÑEZ  CENTRO CULTURAL DE PUNTACANOA,CALLE LOS TRUPILLOS,PUNTA CANOA,3215258446/3215258446/,,3164531253,,ABIERTA,"(10.5667000°,-75.4999400°)"
13188000,BOLIVAR,CICUCO,CICUCO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE CICUCO,CALLE 8  5 20 AVENIDA LOS CAÑAGUATES,BARRIO CAÑAGUATE,/3043591108/,,,https://www.facebook.com/profile.php?id=1000043713,ABIERTA,"(9.2392951°,-74.7587265°)"
13188000,BOLIVAR,CICUCO,CICUCO,ESTATAL,MUNICIPAL,"BIBLIOTECA PÚBLICA MUNICIPAL DEL SECTOR OCCIDENTAL ""ANIVAL RAMIREZ PAUTT""",AVENIDA 20 DE JULIO ,Sector El Coliseo,/3043460682/,,,https://www.facebook.com/bpmcicuco.anivalramirezpa,ABIERTA,"(9.2667118°,-74.6499957°)"
13222000,BOLIVAR,CLEMENCIA,CLEMENCIA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL SAMUEL CONEO AYOLA,CARRETERA DE LA CORDIALIDAD VIA A CARTAGENA,LA CORDIALIDAD, 5 629 81 49/3145919999/3107312881,,,www.clemencia-bolivar.gov.co,ABIERTA,"(10.5691700°,-75.3253450°)"
13212000,BOLIVAR,CORDOBA,CÓRDOBA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL TARCILA VALIENTE,CALLE 3 CARRERA QUINTA N° 520,CENTRO,3008427050/3024630398/,,,https://www.facebook.com/casadelacultura.enrriquet,ABIERTA,"(9.5827693°,-74.8263390°)"
13244000,BOLIVAR,EL CARMEN DE BOLIVAR,EL CARMEN DE BOLÍVAR,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA  MUNICIPAL LUCHO BERMUDEZ,CALLE 24 N° 40-76,EL CARMEN,6862890  /3116587015/3016854384 /,,,,ABIERTA,"(9.7191988°,-75.1297880°)"
13248000,BOLIVAR,EL GUAMO,EL GUAMO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO EL GUAMO,CALLE SANTANDER N° 23 - 10,CENTRO,/3126965352 /,,,,ABIERTA,"(10.0309360°,-74.9763250°)"
13300000,BOLIVAR,HATILLO DE LOBA,HATILLO DE LOBA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA GABRIEL GARCIA MARQUEZ,CALLE 3 N° 8 - 34 ,Santísima Trinidad,3215739226/3106621953/,,,https://www.facebook.com/Bibliotecahatillodeloba,ABIERTA,"(8.9549700°,-74.0786500°)"
13430000,BOLIVAR,MAGANGUE,MAGANGUÉ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL CENTRO DE CONVIVENCIA CIUDADANA,AVENIDA DIEGO DE CARVAJAL  CALLE 16 #30 - 32 ,BOSTON,/3014047352/,,,https://www.facebook.com/pages/Biblioteca-Centro-D,ABIERTA,"(9.2535970°,-74.7691940°)"
13433000,BOLIVAR,MAHATES,MAHATES,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DEL MUNICIPIO DE MAHATES,CARRERA 33 # 14-86 BARRIO EL PUENTE CALLE VILLEGA,EL PUENTE,6396515  /3126923031/3017796996,,,,ABIERTA,"(10.2338401°,-75.1896526°)"
13433004,BOLIVAR,MAHATES,SAN BASILIO DE PALENQUE,COMUNITARIA,CONSEJO COMUNITARIO (TCCN),BIBLIOTECA PÚBLICA COMUNITARIA SAN BASILIO DE PALENQUE,CASA DE LA CULTURA,BARRIO ABAJO,/3108257203/3215102654,,,,ABIERTA,"(10.1160700°,-75.2172100°)"
15185000,BOYACA,CHITARAQUE,CHITARAQUE,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE CHITARAQUE,CARRERA 4 CALLE 3 ,CENTRO,7290631/3212145577/3204595929/,,,,ABIERTA,"(6.0279920°,-73.4470150°)"
13468000,BOLIVAR,MOMPOS,MOMPÓS,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA PEDRO SALCEDO DEL VILLAR,CARRERA 2 N° 16-07 - CASA DE LA CULTURA,CALLE REAL DEL MEDIO,/3106860499/,,,https://www.facebook.com/bibliotecapedrosalcedo.mo,ABIERTA,"(9.2383910°,-74.4226530°)"
13549000,BOLIVAR,PINILLOS,PINILLOS,ESTATAL,MUNICIPAL,"BIBLIOTECA MUNICIPAL DE PINILLOS, BOLIVAR",SIN NOMENCLATURA - BARRIO EL CARMEN,EL CARMEN,/3188801828/,,,,ABIERTA,"(8.9203890°,-74.4612980°)"
13580000,BOLIVAR,REGIDOR,REGIDOR,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DEL MUNICIPIO DE REGIDOR,CALLE 1ª,EL TRINFO,"/3135605920
/",,,,ABIERTA,"(8.6675360°,-73.8225460°)"
13600000,BOLIVAR,RIO VIEJO,RÍO VIEJO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO DE RIO VIEJO,CALLE 20 DE JULIO - AVENIDA PABLO SEXTO,CENTRO,/ 3107207179 /,,,,ABIERTA,"(8.5867710°,-73.8390900°)"
13650000,BOLIVAR,SAN FERNANDO,SAN FERNANDO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO DE SAN FERNANDO,CALLE REAL N°  2-22,BARRIO SUR,/3126856454/,,,,ABIERTA,"(9.2091410°,-74.3146130°)"
13654000,BOLIVAR,SAN JACINTO,SAN JACINTO,ESTATAL,MUNICIPAL,"BIBLIOTECA PÚBLICA ""CLEMENTE MANUEL ZABALA""",CARRERA 36A N° 13-20,LA GLORIA,/3002486670/3017532184,,,https://www.facebook.com/profile.php?id=1000049632,ABIERTA,"(9.8235284°,-75.1247354°)"
13654000,BOLIVAR,SAN JACINTO,SAN JACINTO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE SAN JACINTO,CALLE 22 CARRERA 40 ,PARQUE PRINCIPAL ,/3043597930/6868290,,,,ABIERTA,"(9.8222134°,-75.1227869°)"
13655000,BOLIVAR,SAN JACINTO DEL CAUCA,SAN JACINTO DEL CAUCA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO DE SAN JACINTO DEL CAUCA,Calle Principal Diagonal a la Registraduria,centro abajo,/3226805883/,,,,ABIERTA,"(8.2545160°,-74.7203780°)"
13667000,BOLIVAR,SAN MARTIN DE LOBA,SAN MARTÍN DE LOBA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA JUAN DE JESUS CENTENO PUERTA,BARRIO EL RECREO NO HAY NOMENCLATURA,BARRIO EL RECREO,/3116925715/  3104605834   /,,,,ABIERTA,"(8.9393190°,-74.0380990°)"
13670000,BOLIVAR,SAN PABLO,SAN PABLO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA VICENTE GUAITERO,CALLE 18 CARRERA 7 ESQUINA ,BARRO CONCEPCION,/3143815674/3125926329,,,,ABIERTA,"(7.4811500°,-73.9215700°)"
13780000,BOLIVAR,TALAIGUA NUEVO,TALAIGUA NUEVO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DEL MUNICIPIO DE TALAIGUA NUEVO,CALLE 14 N° 5-73,CENTRO,/3046621204/,,,https://www.facebook.com/profile.php?id=1000094118,ABIERTA,"(9.3031000°,-74.5671300°)"
85279000,CASANARE,RECETOR,RECETOR,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA DE RECETOR,RECETOR - CENTRO,CENTRO,/3104799321/,,,,ABIERTA,"(5.2288170°,-72.7605150°)"
13810000,BOLIVAR,TIQUISIO,PUERTO RICO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE TIQUISIO ¨LUZ DEL SABER¨,BARRIO EL RECREO ESTACION DE POLICIA,EL RECREO,/3225309136/,,,www.facebook.com/profile.php?id=100009613057064&sk,ABIERTA,"(8.5555910°,-74.2639090°)"
13836000,BOLIVAR,TURBACO,TURBACO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE TURBACO,TRONCAL DE OCCIDENTE BARRIO EL PORVENIR CALLE PRINCIPAL N° 14-85,PORVENIR,6431013/3002294385/6431013,,,,ABIERTA,"(10.3310050°,-75.4089120°)"
13838000,BOLIVAR,TURBANA,TURBANÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL CLEMENTINA FLOREZ PEREZ,BARRIO ARRIBA CALLE DEL TAMARINDO SIN NOMENCLATURA,"CENTRO
","3013645688/3114054482
/",,,,ABIERTA,"(10.2723570°,-75.4422140°)"
13873000,BOLIVAR,VILLANUEVA,VILLANUEVA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DEL MUNICIPIO DE VILLANUEVA,BARRIO SITIO NUEVO CASA CAMPESINA-UMATA,BARRIO SITIO NUEVO,6267595/3116810392/3053297586/,,,,ABIERTA,"(10.4441760°,-75.2735350°)"
15022000,BOYACA,ALMEIDA,ALMEIDA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL ALMEIDA,CALLE 4 N°3-06,CENTRO,3138973081/3132020942/,,,,ABIERTA,"(4.9714580°,-73.3790590°)"
15047000,BOYACA,AQUITANIA,AQUITANIA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL AQUITANIA,CALLE 9  N° 8-41,ZONA URBANA VARGAS,794118 /3112322251/,,794758,,ABIERTA,"(5.5197700°,-72.8821200°)"
15090000,BOYACA,BERBEO,BERBEO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL LUIS CARLOS GALAN SARMIENTO,CALLE 6 N° 2 - 42,CENTRO,7404488 /3138664923/,,098  7404488,,ABIERTA,"(5.2266110°,-73.1264430°)"
15092000,BOYACA,BETEITIVA,BETÉITIVA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL DE BETEITIVA,CALLE 4 N° 3-20,CENTRO,3203415595 /3213866167/,,,,ABIERTA,"(5.9107110°,-72.8089500°)"
15097000,BOYACA,BOAVITA,BOAVITA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA ANATOLIO JIMÉNEZ  SOLER  DEL MUNICIPIO DE BOAVITA,"CALLE 5 N° 7-02 - EDIFICIO CASA DE LA CULTURA, TERCER PISO ",Centro,7885221 / 885289 /3212622086/7885221,,7885221,www.boavita-boyaca.gov.co,ABIERTA,"(6.3310380°,-72.5856610°)"
15106000,BOYACA,BRICEÑO,BRICEÑO,ESTATAL,MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL JAIRO ANIBAL NIÑO,CARRERA 5 N° 6-70,CENTRO,3203858559/3203858559/,,,,ABIERTA,"(5.6919610°,-73.9241370°)"
15114000,BOYACA,BUSBANZA,BUSBANZÁ,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL MONSEÑOR JOSE JOAQUIN SALCEDO GUARIN,CARRERA 3 N° 3-10,CENTRO,3142941258/3123869441/,,,www.busbanza-boyaca.gov.co,ABIERTA,"(5.8303100°,-72.8843100°)"
15131000,BOYACA,CALDAS,CALDAS,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL JAIRO ELBERTO GONZÁLEZ CASTILLO,"AVENIDA PRINCIPAL, FRENTE AL COLEGIO FRANCISCO JOSÉ DE CALDAS SECCIÓN PRIMARIA",CENTRO,321428716/3214287116/,,,,ABIERTA,"(5.5529110°,-73.8661050°)"
15135000,BOYACA,CAMPOHERMOSO,CAMPOHERMOSO,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA PEDRO GUSTAVO HUERTAS RAMIREZ,CARRERA 2 N° 2 - 25 ,CENTRO,3203479438/3107687569/,,,,ABIERTA,"(5.0310220°,-73.1038320°)"
15162000,BOYACA,CERINZA,CERINZA,ESTATAL,MUNICIPAL,BIBLIOTECA PÚBLICA MUNICIPAL EUTIMIO REYES MANOSALVA,CARRERA 7 N° 6-39,CENTRO,3203472147 /3128064965 /3214721275,,,,ABIERTA,"(5.9548700°,-72.9483200°)"
